== 2026-09-03T22:50:16Z cleaning results of earlier schemas
== 2026-09-03T22:50:16Z diff (workers=4, deadline=270 min)
[22:50:16] 773 pairs total, 773 to do, 4 workers, big pair > 120 MB download, deadline 270 min
[22:50:16] [1/773] libreoffice@26.2.4.2..26.2.5.2 (1407 MB dl, 0s, 78 MB rss) ok
[23:34:29] [225/764] freetype@2.13.1+dfsg..2.13.2+dfsg (4 MB dl, 6s, 117 MB rss) ok
[23:34:30] [226/764] freetype@2.13.0+dfsg..2.13.1+dfsg (4 MB dl, 12s, 117 MB rss) ok
[23:34:31] [227/764] gmp@6.2.1+dfsg1..6.3.0+dfsg (4 MB dl, 11s, 156 MB rss) ok
[23:34:36] [228/764] jemalloc@5.1.0..5.2.1 (4 MB dl, 5s, 120 MB rss) ok
[23:34:37] [229/764] freetype@2.12.1+dfsg..2.13.0+dfsg (4 MB dl, 7s, 117 MB rss) ok
[23:34:37] [230/764] gmp@6.2.1+dfsg..6.2.1+dfsg1 (4 MB dl, 8s, 155 MB rss) ok
[23:34:41] [231/764] p11-kit@0.25.5..0.25.9 (4 MB dl, 5s, 123 MB rss) ok
[23:34:42] [232/764] freetype@2.12.0+dfsg..2.12.1+dfsg (4 MB dl, 7s, 117 MB rss) ok
[23:34:44] [233/764] freetype@2.11.1+dfsg..2.12.0+dfsg (4 MB dl, 7s, 117 MB rss) ok
[23:34:46] [234/764] p11-kit@0.25.10..0.26.2 (4 MB dl, 5s, 119 MB rss) ok
[23:34:46] [235/764] brotli@1.0.4..1.0.5 (4 MB dl, 4s, 100 MB rss) ok
[23:34:48] [236/764] p11-kit@0.25.9..0.25.10 (3 MB dl, 2s, 105 MB rss) ok
[23:34:51] [237/764] hunspell@1.7.2+really1.7.1..1.7.2+really1.7.2 (3 MB dl, 7s, 193 MB rss) ok
[23:34:56] [238/764] hunspell@1.7.2..1.7.2+really1.7.1 (3 MB dl, 8s, 191 MB rss) ok
[23:34:57] [239/764] hunspell@1.7.1..1.7.2 (3 MB dl, 10s, 192 MB rss) ok
[23:35:00] [240/764] brotli@1.0.3..1.0.4 (3 MB dl, 4s, 98 MB rss) ok
[23:35:03] [241/764] libabw@0.1.3..0.1.4 (3 MB dl, 12s, 313 MB rss) ok
[23:35:04] [242/764] brotli@1.0.6..1.0.7 (3 MB dl, 4s, 101 MB rss) ok
[23:35:08] [243/764] gmp@6.2.0+dfsg..6.2.1+dfsg (3 MB dl, 5s, 150 MB rss) ok
[23:35:10] [244/764] rubberband@3.3.0+dfsg..4.0.0+dfsg (3 MB dl, 13s, 283 MB rss) ok
[23:35:11] [245/764] hunspell@1.7.0..1.7.1 (3 MB dl, 7s, 184 MB rss) ok
[23:35:13] [246/764] jemalloc@5.0.1..5.1.0 (3 MB dl, 2s, 119 MB rss) ok
[23:35:15] [247/764] hunspell@1.6.2..1.7.0 (3 MB dl, 6s, 119 MB rss) ok
[23:35:20] [248/764] libabw@0.1.2..0.1.3 (3 MB dl, 10s, 334 MB rss) ok
[23:35:24] [249/764] libde265@1.0.18..1.1.1 (3 MB dl, 9s, 206 MB rss) ok
[23:35:26] [250/764] libnumbertext@1.0.5..1.0.6 (3 MB dl, 13s, 270 MB rss) ok
[23:35:28] [251/764] libnumbertext@1.0.6..1.0.7 (3 MB dl, 9s, 271 MB rss) ok
[23:35:33] [252/764] libde265@1.0.15..1.0.16 (3 MB dl, 9s, 198 MB rss) ok
[23:35:33] [253/764] libde265@1.0.13..1.0.15 (3 MB dl, 6s, 197 MB rss) ok
[23:35:35] [254/764] libde265@1.0.11..1.0.12 (3 MB dl, 7s, 196 MB rss) ok
[23:35:37] [255/764] libde265@1.0.12..1.0.13 (3 MB dl, 4s, 180 MB rss) ok
[23:35:42] [256/764] libde265@1.0.16..1.0.18 (3 MB dl, 4s, 184 MB rss) ok
[23:35:45] [257/764] rubberband@3.1.0+dfsg0..3.1.1+dfsg0 (3 MB dl, 9s, 265 MB rss) ok
[23:35:45] [258/764] rubberband@3.1.1+dfsg0..3.1.2+dfsg0 (3 MB dl, 12s, 265 MB rss) ok
[23:35:49] [259/764] brotli@1.0.7..1.0.9 (3 MB dl, 4s, 99 MB rss) ok
[23:35:51] [260/764] rubberband@3.0.0+dfsg0..3.1.0+dfsg0 (3 MB dl, 9s, 265 MB rss) ok
[23:35:53] [261/764] libnumbertext@1.0.7..1.0.8 (3 MB dl, 9s, 271 MB rss) ok
[23:35:57] [262/764] rubberband@3.1.2+dfsg0..3.2.1+dfsg (3 MB dl, 8s, 264 MB rss) ok
[23:36:00] [263/764] libnumbertext@1.0.8..1.0.9 (3 MB dl, 6s, 270 MB rss) ok
[23:36:02] [264/764] libnumbertext@1.0.9..1.0.10 (3 MB dl, 11s, 270 MB rss) ok
[23:36:05] [265/764] rubberband@3.2.1+dfsg..3.3.0+dfsg (3 MB dl, 5s, 224 MB rss) ok
[23:36:06] [266/764] lerc@4.1.1+ds..4.2.0+ds (3 MB dl, 9s, 172 MB rss) ok
[23:36:11] [267/764] libnumbertext@1.0..1.0.5 (3 MB dl, 9s, 272 MB rss) ok
[23:36:14] [268/764] libnumbertext@1.0.10..1.0.11 (3 MB dl, 9s, 275 MB rss) ok
[23:36:15] [269/764] lerc@4.0.0+ds..4.1.0+ds (3 MB dl, 9s, 172 MB rss) ok
[23:36:15] [270/764] lerc@4.1.0+ds..4.1.1+ds (3 MB dl, 4s, 155 MB rss) ok
[23:36:18] [271/764] brotli@1.0.9..1.1.0 (3 MB dl, 4s, 101 MB rss) ok
[23:36:21] [272/764] gmp@6.1.2+dfsg..6.2.0+dfsg (3 MB dl, 6s, 145 MB rss) ok
[23:36:23] [273/764] brotli@1.1.0..1.2.0 (3 MB dl, 4s, 100 MB rss) ok
[23:36:23] [274/764] hunspell@1.6.1..1.6.2 (3 MB dl, 8s, 194 MB rss) ok
[23:36:27] [275/764] lerc@3.0+ds..4.0.0+ds (2 MB dl, 5s, 166 MB rss) ok
[23:36:28] [276/764] gmp@6.1.1+dfsg..6.1.2+dfsg (2 MB dl, 6s, 145 MB rss) ok
[23:36:30] [277/764] nftables@1.1.6..1.1.7 (2 MB dl, 6s, 128 MB rss) ok
[23:36:33] [278/764] slang2@2.3.2..2.3.3 (2 MB dl, 6s, 111 MB rss) ok
[23:36:37] [279/764] libksba@1.8.0..1.8.1 (2 MB dl, 8s, 101 MB rss) ok
[23:36:37] [280/764] rubberband@2.0.2+dfsg0..3.0.0+dfsg0 (2 MB dl, 7s, 243 MB rss) ok
[23:36:38] [281/764] libksba@1.6.8..1.8.0 (2 MB dl, 5s, 102 MB rss) ok
[23:36:42] [282/764] libksba@1.6.7..1.6.8 (2 MB dl, 5s, 101 MB rss) ok
[23:36:45] [283/764] libabw@0.1.1..0.1.2 (2 MB dl, 8s, 335 MB rss) ok
[23:36:46] [284/764] libgpg-error@1.59..1.61 (2 MB dl, 8s, 104 MB rss) ok
[23:36:47] [285/764] libksba@1.6.6..1.6.7 (2 MB dl, 5s, 102 MB rss) ok
[23:36:49] [286/764] brotli@1.0.2..1.0.3 (2 MB dl, 4s, 98 MB rss) ok
[23:36:51] [287/764] libgpg-error@1.58..1.59 (2 MB dl, 5s, 104 MB rss) ok
[23:36:51] [288/764] libgpg-error@1.56..1.58 (2 MB dl, 4s, 104 MB rss) ok
[23:36:55] [289/764] libksba@1.6.4..1.6.5 (2 MB dl, 7s, 101 MB rss) ok
[23:36:56] [290/764] libksba@1.6.3..1.6.4 (2 MB dl, 5s, 101 MB rss) ok
[23:36:56] [291/764] libksba@1.6.5..1.6.6 (2 MB dl, 5s, 83 MB rss) ok
[23:37:01] [292/764] libgpg-error@1.55..1.56 (2 MB dl, 5s, 103 MB rss) ok
[23:37:01] [293/764] libgpg-error@1.54..1.55 (2 MB dl, 5s, 103 MB rss) ok
[23:37:02] [294/764] libksba@1.6.2..1.6.3 (2 MB dl, 5s, 102 MB rss) ok
[23:37:06] [295/764] libksba@1.6.0..1.6.2 (2 MB dl, 5s, 102 MB rss) ok
[23:37:07] [296/764] libgpg-error@1.53..1.54 (2 MB dl, 5s, 104 MB rss) ok
[23:37:12] [297/764] ncurses@6.5+20251122..6.5+20251123 (2 MB dl, 11s, 107 MB rss) ok
[23:37:13] [298/764] ncurses@6.5+20251115..6.5+20251122 (2 MB dl, 7s, 107 MB rss) ok
[23:37:14] [299/764] slang2@2.3.1..2.3.1a (2 MB dl, 7s, 104 MB rss) ok
[23:37:15] [300/764] slang2@2.3.1a..2.3.2 (2 MB dl, 2s, 89 MB rss) ok
[23:37:16] [301/764] nftables@1.1.5..1.1.6 (2 MB dl, 4s, 117 MB rss) ok
[23:37:18] [302/764] openal-soft@1.19.0..1.19.1 (2 MB dl, 4s, 104 MB rss) ok
[23:37:19] [303/764] nftables@1.1.4..1.1.5 (2 MB dl, 4s, 116 MB rss) ok
[23:37:21] [304/764] libgpg-error@1.51..1.53 (2 MB dl, 5s, 103 MB rss) ok
[23:37:22] [305/764] openal-soft@1.18.2..1.19.0 (2 MB dl, 4s, 104 MB rss) ok
[23:37:24] [306/764] nftables@1.1.2..1.1.3 (2 MB dl, 5s, 116 MB rss) ok
[23:37:24] [307/764] nftables@1.1.3..1.1.4 (2 MB dl, 4s, 98 MB rss) ok
[23:37:26] [308/764] slang2@2.3.0..2.3.1 (2 MB dl, 4s, 104 MB rss) ok
[23:37:28] [309/764] nftables@1.1.1..1.1.2 (2 MB dl, 4s, 116 MB rss) ok
[23:37:28] [310/764] nftables@1.1.0..1.1.1 (2 MB dl, 4s, 116 MB rss) ok
[23:37:32] [311/764] ncurses@6.5+20251123..6.6+20251231 (2 MB dl, 6s, 107 MB rss) ok
[23:37:34] [312/764] libgpg-error@1.50..1.51 (2 MB dl, 5s, 103 MB rss) ok
[23:37:34] [313/764] ncurses@6.5+20250216..6.5+20251115 (2 MB dl, 7s, 107 MB rss) ok
[23:37:36] [314/764] nftables@1.0.9..1.1.0 (2 MB dl, 4s, 116 MB rss) ok
[23:37:39] [315/764] nftables@1.0.8..1.0.9 (2 MB dl, 4s, 117 MB rss) ok
[23:37:39] [316/764] libgpg-error@1.49..1.50 (2 MB dl, 5s, 103 MB rss) ok
[23:37:43] [317/764] ncurses@6.6+20251231..6.6+20260608 (2 MB dl, 7s, 107 MB rss) ok
[23:37:45] [318/764] ncurses@6.5+20250125..6.5+20250216 (2 MB dl, 7s, 107 MB rss) ok
[23:37:49] [319/764] ncurses@6.5..6.5+20250125 (2 MB dl, 6s, 104 MB rss) ok
[23:37:50] [320/764] intel-gmmlib@22.10.0+ds1..22.10.1+ds1 (2 MB dl, 11s, 156 MB rss) ok
[23:37:51] [321/764] ncurses@6.4+20240414..6.5 (2 MB dl, 5s, 104 MB rss) ok
[23:37:55] [322/764] ncurses@6.4+20240113..6.4+20240414 (2 MB dl, 6s, 104 MB rss) ok
[23:37:55] [323/764] gmp@6.1.0+dfsg..6.1.1+dfsg (2 MB dl, 5s, 134 MB rss) ok
[23:37:58] [324/764] libyuv@0.0.1948.20260702..0.0.1949.20260706 (2 MB dl, 7s, 138 MB rss) ok
[23:37:59] [325/764] libyuv@0.0.1922.20260106..0.0.1948.20260702 (2 MB dl, 4s, 132 MB rss) ok
[23:38:00] [326/764] libyuv@0.0.1949.20260706..0.0.1959.20260817 (2 MB dl, 6s, 137 MB rss) ok
[23:38:05] [327/764] libglu@9.0.0..9.0.1 (2 MB dl, 7s, 129 MB rss) ok
[23:38:06] [328/764] libyuv@0.0.1898.20241219..0.0.1899.20250103 (2 MB dl, 6s, 126 MB rss) ok
[23:38:07] [329/764] libyuv@0.0.1899.20250103..0.0.1904.20250204 (2 MB dl, 7s, 126 MB rss) ok
[23:38:10] [330/764] libyuv@0.0.1904.20250204..0.0.1916.20250814 (2 MB dl, 5s, 126 MB rss) ok
[23:38:12] [331/764] rubberband@2.0.0..2.0.2+dfsg0 (2 MB dl, 6s, 199 MB rss) ok
[23:38:14] [332/764] libyuv@0.0.1919.20250919..0.0.1922.20251210 (2 MB dl, 8s, 126 MB rss) ok
[23:38:14] [333/764] libyuv@0.0.1922.20251210..0.0.1922.20260106 (2 MB dl, 4s, 126 MB rss) ok
[23:38:14] [334/764] libyuv@0.0.1916.20250814..0.0.1919.20250919 (2 MB dl, 2s, 103 MB rss) ok
[23:38:18] [335/764] libglu@9.0.1..9.0.2 (2 MB dl, 4s, 118 MB rss) ok
[23:38:20] [336/764] jemalloc@3.6.0..5.0.1 (2 MB dl, 2s, 107 MB rss) ok
[23:38:20] [337/764] libcaca@0.99.beta19..0.99.beta20 (2 MB dl, 6s, 101 MB rss) ok
[23:38:21] [338/764] game-music-emu@0.6.4..0.6.5 (2 MB dl, 7s, 135 MB rss) ok
[23:38:26] [339/764] rubberband@1.9.2..2.0.0 (1 MB dl, 6s, 191 MB rss) ok
[23:38:27] [340/764] util-linux@2.42.1..2.42.2 (1 MB dl, 6s, 113 MB rss) ok
[23:38:27] [341/764] intel-gmmlib@22.9.0+ds1..22.10.0+ds1 (1 MB dl, 6s, 135 MB rss) ok
[23:38:32] [342/764] intel-gmmlib@22.8.2+ds1..22.9.0+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:33] [343/764] intel-gmmlib@22.8.1+ds1..22.8.2+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:34] [344/764] intel-gmmlib@22.7.2+ds1..22.8.1+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:38] [345/764] intel-gmmlib@22.7.1+ds1..22.7.2+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:39] [346/764] intel-gmmlib@22.7.0+ds1..22.7.1+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:40] [347/764] intel-gmmlib@22.6.0+ds1..22.7.0+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:44] [348/764] pam@1.3.1..1.4.0 (1 MB dl, 4s, 98 MB rss) ok
[23:38:44] [349/764] intel-gmmlib@22.5.5+ds1..22.6.0+ds1 (1 MB dl, 6s, 134 MB rss) ok
[23:38:45] [350/764] xz-utils@5.8.2..5.8.3 (1 MB dl, 7s, 99 MB rss) ok
[23:38:48] [351/764] xz-utils@5.8.1..5.8.2 (1 MB dl, 4s, 99 MB rss) ok
[23:38:48] [352/764] pam@1.1.8..1.3.1 (1 MB dl, 4s, 98 MB rss) ok
[23:38:50] [353/764] util-linux@2.42..2.42.1 (1 MB dl, 5s, 108 MB rss) ok
[23:38:52] [354/764] xz-utils@5.8.0..5.8.1 (1 MB dl, 4s, 99 MB rss) ok
[23:38:52] [355/764] xz-utils@5.6.4..5.8.0 (1 MB dl, 4s, 99 MB rss) ok
[23:38:54] [356/764] pam@1.4.0..1.5.2 (1 MB dl, 2s, 98 MB rss) ok
[23:38:54] [357/764] game-music-emu@0.6.3..0.6.4 (1 MB dl, 4s, 128 MB rss) ok
[23:38:56] [358/764] util-linux@2.41.5..2.42 (1 MB dl, 4s, 103 MB rss) ok
[23:38:58] [359/764] util-linux@2.41.2..2.41.3 (1 MB dl, 4s, 103 MB rss) ok
[23:38:58] [360/764] util-linux@2.41.3..2.41.5 (1 MB dl, 4s, 84 MB rss) ok
[23:39:00] [361/764] xz-utils@5.6.3..5.6.4 (1 MB dl, 4s, 99 MB rss) ok
[23:39:01] [362/764] util-linux@2.41.1..2.41.2 (1 MB dl, 4s, 102 MB rss) ok
[23:39:02] [363/764] util-linux@2.41..2.41.1 (1 MB dl, 4s, 102 MB rss) ok
[23:39:05] [364/764] util-linux@2.40.4..2.41 (1 MB dl, 4s, 102 MB rss) ok
[23:39:06] [365/764] util-linux@2.40.3..2.40.4 (1 MB dl, 3s, 102 MB rss) ok
[23:39:06] [366/764] libmwaw@0.3.20..0.3.21 (119 MB dl, 478s, 4089 MB rss) ok
[23:39:07] [367/764] dbus@1.15.2..1.15.4 (1 MB dl, 7s, 110 MB rss) ok
[23:39:09] [368/764] systemd@261..261.1 (1 MB dl, 4s, 112 MB rss) ok
[23:39:11] [369/764] systemd@261.1..261.2 (1 MB dl, 6s, 113 MB rss) ok
[23:39:13] [370/764] dbus@1.15.8..1.15.10 (1 MB dl, 7s, 108 MB rss) ok
[23:39:13] [371/764] xz-utils@5.6.2..5.6.3 (1 MB dl, 4s, 99 MB rss) ok
[23:39:15] [372/764] dbus@1.15.4..1.15.6 (1 MB dl, 2s, 108 MB rss) ok
[23:39:15] [373/764] dbus@1.15.6..1.15.8 (1 MB dl, 4s, 89 MB rss) ok
[23:39:17] [374/764] systemd@260.1..261 (1 MB dl, 4s, 111 MB rss) ok
[23:39:19] [375/764] xz-utils@5.6.1+really5.4.5..5.6.2 (1 MB dl, 4s, 99 MB rss) ok
[23:39:19] [376/764] dbus@1.15.10..1.15.12 (1 MB dl, 4s, 108 MB rss) ok
[23:39:21] [377/764] xz-utils@5.6.1..5.6.1+really5.4.5 (1 MB dl, 4s, 99 MB rss) ok
[23:39:23] [378/764] systemd@260..260.1 (1 MB dl, 4s, 110 MB rss) ok
[23:39:24] [379/764] xz-utils@5.6.0..5.6.1 (1 MB dl, 4s, 99 MB rss) ok
[23:39:26] [380/764] systemd@259.1..260 (1 MB dl, 4s, 109 MB rss) ok
[23:39:27] [381/764] pam@1.5.2..1.5.3 (1 MB dl, 4s, 98 MB rss) ok
[23:39:27] [382/764] systemd@259..259.1 (1 MB dl, 4s, 107 MB rss) ok
[23:39:30] [383/764] systemd@258..258.1 (1 MB dl, 4s, 106 MB rss) ok
[23:39:30] [384/764] systemd@258.1..259 (1 MB dl, 4s, 89 MB rss) ok
[23:39:31] [385/764] systemd@257.13..258 (1 MB dl, 4s, 106 MB rss) ok
[23:39:34] [386/764] dbus@1.15.92..1.16.0 (1 MB dl, 4s, 108 MB rss) ok
[23:39:35] [387/764] dbus@1.15.12..1.15.90 (1 MB dl, 2s, 108 MB rss) ok
[23:39:36] [388/764] dbus@1.15.90..1.15.92 (1 MB dl, 4s, 89 MB rss) ok
[23:39:36] [389/764] dbus@1.16.0..1.16.2 (1 MB dl, 6s, 108 MB rss) ok
[23:39:39] [390/764] brotli@1.0.0..1.0.2 (1 MB dl, 3s, 96 MB rss) ok
[23:39:40] [391/764] game-music-emu@0.6.2..0.6.3 (1 MB dl, 4s, 130 MB rss) ok
[23:39:43] [392/764] pam@1.5.3..1.7.0 (1 MB dl, 4s, 98 MB rss) ok
[23:39:47] [393/764] libxcb@1.14..1.15 (1 MB dl, 7s, 102 MB rss) ok
[23:39:47] [394/764] libxcb@1.15..1.17.0 (1 MB dl, 11s, 103 MB rss) ok
[23:39:50] [395/764] libxcb@1.13.1..1.14 (1 MB dl, 7s, 103 MB rss) ok
[23:39:51] [396/764] game-music-emu@0.6.1..0.6.2 (1 MB dl, 4s, 129 MB rss) ok
[23:39:54] [397/764] libxcb@1.13..1.13.1 (1 MB dl, 7s, 103 MB rss) ok
[23:39:55] [398/764] libmodplug@0.8.8.5..0.8.9.0 (1 MB dl, 6s, 124 MB rss) ok
[23:39:57] [399/764] expat@2.8.3..2.8.4 (1 MB dl, 6s, 99 MB rss) ok
[23:39:57] [400/764] expat@2.8.2..2.8.3 (1 MB dl, 4s, 99 MB rss) ok
[23:40:01] [401/764] game-music-emu@0.6.0..0.6.1 (1 MB dl, 4s, 125 MB rss) ok
[23:40:01] [402/764] chromaprint@1.6.0..1.6.1 (1 MB dl, 6s, 163 MB rss) ok
[23:40:06] [403/764] e2fsprogs@1.46.3..1.46.4 (1 MB dl, 5s, 101 MB rss) ok
[23:40:06] [404/764] e2fsprogs@1.46.4..1.46.5 (1 MB dl, 9s, 101 MB rss) ok
[23:40:07] [405/764] libcap2@2.77..2.78 (1 MB dl, 6s, 100 MB rss) ok
[23:40:10] [406/764] libcap2@2.75..2.77 (1 MB dl, 3s, 100 MB rss) ok
[23:40:12] [407/764] e2fsprogs@1.46.2..1.46.3 (1 MB dl, 6s, 101 MB rss) ok
[23:40:12] [408/764] e2fsprogs@1.46.1..1.46.2 (1 MB dl, 5s, 101 MB rss) ok
[23:40:13] [409/764] expat@2.8.1..2.8.2 (1 MB dl, 3s, 99 MB rss) ok
[23:40:15] [410/764] libcap2@2.73..2.75 (1 MB dl, 3s, 100 MB rss) ok
[23:40:16] [411/764] libcap2@2.66..2.73 (1 MB dl, 3s, 100 MB rss) ok
[23:40:17] [412/764] expat@2.8.0..2.8.1 (1 MB dl, 4s, 99 MB rss) ok
[23:40:18] [413/764] libcap2@2.63..2.66 (1 MB dl, 3s, 100 MB rss) ok
[23:40:20] [414/764] expat@2.7.5..2.8.0 (1 MB dl, 4s, 99 MB rss) ok
[23:40:20] [415/764] expat@2.7.4..2.7.5 (1 MB dl, 4s, 99 MB rss) ok
[23:40:22] [416/764] expat@2.7.3..2.7.4 (1 MB dl, 4s, 99 MB rss) ok
[23:40:22] [417/764] expat@2.7.2..2.7.3 (1 MB dl, 3s, 99 MB rss) ok
[23:40:24] [418/764] expat@2.7.1..2.7.2 (1 MB dl, 3s, 99 MB rss) ok
[23:40:27] [419/764] chromaprint@1.5.1..1.6.0 (1 MB dl, 5s, 152 MB rss) ok
[23:40:28] [420/764] libwpg@0.3.2..0.3.3 (1 MB dl, 4s, 133 MB rss) ok
[23:40:29] [421/764] libwpg@0.3.3..0.3.4 (1 MB dl, 6s, 133 MB rss) ok
[23:40:33] [422/764] e2fsprogs@1.46.5..1.46.6 (1 MB dl, 7s, 101 MB rss) ok
[23:40:34] [423/764] libselinux@3.10..3.11 (1 MB dl, 6s, 103 MB rss) ok
[23:40:34] [424/764] cyrus-sasl2@2.1.27+dfsg..2.1.27+dfsg2 (1 MB dl, 6s, 97 MB rss) ok
[23:40:37] [425/764] libselinux@3.9..3.10 (0 MB dl, 4s, 100 MB rss) ok
[23:40:38] [426/764] libselinux@3.8.1..3.9 (0 MB dl, 4s, 100 MB rss) ok
[23:40:40] [427/764] chromaprint@1.4.1..1.4.2 (0 MB dl, 6s, 154 MB rss) ok
[23:40:41] [428/764] chromaprint@1.5.0..1.5.1 (0 MB dl, 4s, 137 MB rss) ok
[23:40:42] [429/764] libselinux@3.8..3.8.1 (0 MB dl, 4s, 100 MB rss) ok
[23:40:44] [430/764] chromaprint@1.4.2..1.4.3 (0 MB dl, 4s, 143 MB rss) ok
[23:40:46] [431/764] lz4@1.9.4..1.10.0 (0 MB dl, 5s, 98 MB rss) ok
[23:40:48] [432/764] libbsd@0.12.1..0.12.2 (0 MB dl, 6s, 99 MB rss) ok
[23:40:48] [433/764] libbsd@0.12.0..0.12.1 (0 MB dl, 4s, 99 MB rss) ok
[23:40:50] [434/764] libwpg@0.3.1..0.3.2 (0 MB dl, 4s, 130 MB rss) ok
[23:40:51] [435/764] cyrus-sasl2@2.1.27+dfsg2..2.1.28+dfsg (0 MB dl, 4s, 97 MB rss) ok
[23:40:52] [436/764] libbsd@0.11.8..0.12.0 (0 MB dl, 4s, 99 MB rss) ok
[23:40:53] [437/764] chromaprint@1.4.3..1.5.0 (0 MB dl, 2s, 117 MB rss) ok
[23:40:54] [438/764] libselinux@3.7..3.8 (0 MB dl, 4s, 101 MB rss) ok
[23:40:57] [439/764] libbsd@0.11.7..0.11.8 (0 MB dl, 3s, 99 MB rss) ok
[23:40:58] [440/764] libnftnl@1.3.1..1.3.2 (0 MB dl, 6s, 105 MB rss) ok
[23:40:59] [441/764] libselinux@3.2..3.3 (0 MB dl, 6s, 99 MB rss) ok
[23:41:00] [442/764] lz4@1.9.2..1.9.3 (0 MB dl, 3s, 97 MB rss) ok
[23:41:01] [443/764] lz4@1.9.3..1.9.4 (0 MB dl, 3s, 80 MB rss) ok
[23:41:04] [444/764] libbsd@0.11.5..0.11.6 (0 MB dl, 5s, 99 MB rss) ok
[23:41:04] [445/764] libbsd@0.11.6..0.11.7 (0 MB dl, 4s, 79 MB rss) ok
[23:41:06] [446/764] libxcrypt@4.5.1..4.5.2+20251210 (0 MB dl, 5s, 95 MB rss) ok
[23:41:08] [447/764] libbsd@0.11.4..0.11.5 (0 MB dl, 4s, 99 MB rss) ok
[23:41:08] [448/764] libselinux@3.3..3.4 (0 MB dl, 4s, 100 MB rss) ok
[23:41:09] [449/764] libselinux@3.5..3.7 (0 MB dl, 4s, 100 MB rss) ok
[23:41:11] [450/764] lz4@1.9.1..1.9.2 (0 MB dl, 3s, 97 MB rss) ok
[23:41:13] [451/764] libbsd@0.11.3..0.11.4 (0 MB dl, 4s, 99 MB rss) ok
[23:41:14] [452/764] nghttp2@1.69.0..1.70.0 (0 MB dl, 6s, 102 MB rss) ok
[23:41:15] [453/764] libselinux@3.4..3.5 (0 MB dl, 1s, 81 MB rss) ok
[23:41:17] [454/764] libbsd@0.11.2..0.11.3 (0 MB dl, 4s, 99 MB rss) ok
[23:41:19] [455/764] e2fsprogs@1.47.2..1.47.4 (0 MB dl, 8s, 101 MB rss) ok
[23:41:20] [456/764] e2fsprogs@1.47.1..1.47.2 (0 MB dl, 5s, 101 MB rss) ok
[23:41:22] [457/764] chromaprint@1.3.2..1.4.1 (0 MB dl, 4s, 147 MB rss) ok
[23:41:24] [458/764] lz4@1.8.3..1.9.1 (0 MB dl, 4s, 97 MB rss) ok
[23:41:24] [459/764] e2fsprogs@1.47.0..1.47.1 (0 MB dl, 5s, 101 MB rss) ok
[23:41:27] [460/764] klibc@2.0.6..2.0.7 (0 MB dl, 6s, 77 MB rss) ok
[23:41:27] [461/764] klibc@2.0.5..2.0.6 (0 MB dl, 4s, 77 MB rss) ok
[23:41:31] [462/764] cyrus-sasl2@2.1.28+dfsg..2.1.28+dfsg1 (0 MB dl, 3s, 98 MB rss) ok
[23:41:31] [463/764] libnftnl@1.3.0..1.3.1 (0 MB dl, 4s, 101 MB rss) ok
[23:41:33] [464/764] e2fsprogs@1.46.6..1.47.0 (0 MB dl, 2s, 79 MB rss) ok
[23:41:34] [465/764] libsidplay@1.36.59..1.36.60 (0 MB dl, 10s, 132 MB rss) ok
[23:41:34] [466/764] klibc@2.0.7..2.0.8 (0 MB dl, 4s, 78 MB rss) ok
[23:41:37] [467/764] nghttp2@1.62.1..1.63.0 (0 MB dl, 3s, 101 MB rss) ok
[23:41:38] [468/764] nghttp2@1.68.1..1.69.0 (0 MB dl, 3s, 101 MB rss) ok
[23:41:39] [469/764] nghttp2@1.63.0..1.64.0 (0 MB dl, 6s, 101 MB rss) ok
[23:41:42] [470/764] nghttp2@1.64.0..1.68.0 (0 MB dl, 5s, 101 MB rss) ok
[23:41:42] [471/764] nghttp2@1.61.0..1.62.1 (0 MB dl, 3s, 101 MB rss) ok
[23:41:43] [472/764] klibc@2.0.10..2.0.11 (0 MB dl, 6s, 77 MB rss) ok
[23:41:46] [473/764] libnftnl@1.2.9..1.3.0 (0 MB dl, 4s, 100 MB rss) ok
[23:41:48] [474/764] libedit@3.1-20210714..3.1-20210910 (0 MB dl, 6s, 100 MB rss) ok
[23:41:49] [475/764] libnftnl@1.2.7..1.2.8 (0 MB dl, 6s, 101 MB rss) ok
[23:41:49] [476/764] nghttp2@1.60.0..1.61.0 (0 MB dl, 3s, 101 MB rss) ok
[23:41:49] [477/764] libnftnl@1.2.8..1.2.9 (0 MB dl, 1s, 81 MB rss) ok
[23:41:52] [478/764] klibc@2.0.8..2.0.9 (0 MB dl, 2s, 77 MB rss) ok
[23:41:52] [479/764] klibc@2.0.9..2.0.10 (0 MB dl, 3s, 77 MB rss) ok
[23:41:53] [480/764] klibc@2.0.11..2.0.12 (0 MB dl, 3s, 77 MB rss) ok
[23:41:55] [481/764] libxcrypt@4.4.38..4.5.1 (0 MB dl, 3s, 95 MB rss) ok
[23:41:56] [482/764] nghttp2@1.59.0..1.60.0 (0 MB dl, 4s, 101 MB rss) ok
